sent_bytes,recv_bytes,sent_count,recv_count,disk_read_bytes,disk_write_bytes,disk_read_count,disk_write_count,cpu_usage,disk_read_wait,disk_write_wait,mem_usage,task_nvcsw,task_nivcsw
48852,97391042,352,6158,12768256,24793088,214,331,0.0,0.0,179860093,1071932,2145858,191108
49542,102255701,356,6505,7534080,20271104,245,369,0.0,0.0,262972767,1073165,54273432,4634844
47472,96454028,345,6141,30656000,41095168,289,379,0.0,0.0,379374568,1073165,49070864,4147420
42228,87698565,306,5553,25035264,46022656,253,343,0.0,0.0,328015093,1075282,38331538,3283394
47748,96081660,342,6120,24347648,41095168,277,382,0.0,0.0,345888327,1075282,46624634,3992520
40710,83792044,295,5305,21133312,74534912,243,404,0.0,0.0,247541847,1077573,36702214,3195182
45678,94574143,328,5985,28334592,40652800,299,402,0.0,0.0,411848696,1077573,44299706,3821732
41676,86824239,302,5482,29712896,48410624,266,372,0.0,0.0,358653626,1079809,67524602,5882978
48162,96891668,348,6154,20448256,63033344,278,433,0.0,0.0,307102474,1079723,42512498,3769782
45540,95868091,333,6072,12437504,24236032,222,310,0.0,0.0,249197082,1082174,46678566,4149082
51060,104825965,369,6649,9697280,20807680,271,379,0.0,0.0,286137078,1083369,48077802,4280490
49956,102066760,364,6472,6119424,21213184,249,354,0.0,0.0,262854483,1084712,46324628,4157184
50646,104929518,362,6653,4801536,21016576,247,356,0.0,0.0,247326498,1084712,17564740,1561962
47472,97339755,343,6176,4841984,19992576,243,349,0.0,0.0,250938214,0.0,0.0,0.0
46092,95424038,332,6051,10142208,40689664,247,377,0.0,0.0,260253759,1087307,45247266,4097744
44022,88692843,319,5623,26619904,55328768,248,384,0.0,0.0,259334105,1089534,56698368,5118352
49680,101679001,354,6452,4917248,20307968,244,377,0.0,0.0,229860865,1090722,48862172,4403758
50646,104835417,365,6651,6228992,21151744,263,378,0.0,0.0,289165353,1092019,45043608,4050210
49818,102244545,359,6502,8930304,21176320,274,399,0.0,0.0,290211961,1093349,49153774,4386712
50370,104116248,364,6619,6352896,20901888,258,366,0.0,0.0,261113473,1094635,67053116,6051040
37674,73824212,274,4722,6606848,17047552,198,285,0.0,0.0,206310968,1095964,40021026,3562084
Concurrency: 14
Virtual Hosts: 5
Measurements: 5
Tag cardinalities: [100 8]
Points per series: 10000
Total series: 4000
Total points: 40000000
Total fields per point: 1
